Year,tas,tas_1,P_M_1,P_M_2,P_M_3,P_M_4,P_M_5,B,NX,rf,G,I,Y,W,Q_U,Q_I,Q,M,X,N,C,E,PE,LF,PoP,rlog_H_1_1,r_H_1_1,r_G_1_1,r_F_1_1,u_K_1_1,P_K_1_1,P_INV_1_1,phiK_1_1,I_1_1,I_G_1_1,I_H_1_1,omegaI_1_1,scrap_1_1,D_1_1,D_N_1_1,D_K_1_1,G_A_1_1,K_A_1_1,A_1_1,A_N_1_1,A_K_1_1,A_I_1_1,tauKF_1_1,tauNF_1_1,tauKH_1_1,mu_1_1,P_1_1,p_1_1,K_1_1,K_G_1_1,s_G_1_1,K_H_1_1,slackKH_1_1,delta_1_1,Y_1_1,N_1_1,Q_I_1_1,P_I_1_1,E_1_1,E_NOETS_1_1,kappaE_1_1,kappaE_NOETS_1_1,wedgeKE_1_1,muI_1_1,K_FDI_1_1,I_FDI_1_1,r_FDI_1_1,A_I_1_1_1,Q_I_1_1_1,E_I_1_1_1,A_I_1_1_2,Q_I_1_1_2,E_I_1_1_2,A_I_1_1_3,Q_I_1_1_3,E_I_1_1_3,A_I_1_1_4,Q_I_1_1_4,E_I_1_1_4,X_1_1,D_X_1_1,Q_1_1,P_Q_1_1,W_1_1,Q_D_1_1_1,A_D_1_1,Q_D_1_1,P_D_1_1,M_I_1_1,M_F_1_1,Q_A_1_1,Q_A_I_1_1,Q_A_F_1_1,A_F_1_1,P_A_1_1,M_A_F_1_1,P_M_A_1_1,rlog_H_2_1,r_H_2_1,r_G_2_1,r_F_2_1,u_K_2_1,P_K_2_1,P_INV_2_1,phiK_2_1,I_2_1,I_G_2_1,I_H_2_1,omegaI_2_1,scrap_2_1,D_2_1,D_N_2_1,D_K_2_1,G_A_2_1,K_A_2_1,A_2_1,A_N_2_1,A_K_2_1,A_I_2_1,tauKF_2_1,tauNF_2_1,tauKH_2_1,mu_2_1,P_2_1,p_2_1,K_2_1,K_G_2_1,s_G_2_1,K_H_2_1,slackKH_2_1,delta_2_1,Y_2_1,N_2_1,Q_I_2_1,P_I_2_1,E_2_1,E_NOETS_2_1,kappaE_2_1,kappaE_NOETS_2_1,wedgeKE_2_1,muI_2_1,K_FDI_2_1,I_FDI_2_1,r_FDI_2_1,A_I_2_1_1,Q_I_2_1_1,E_I_2_1_1,A_I_2_1_2,Q_I_2_1_2,E_I_2_1_2,A_I_2_1_3,Q_I_2_1_3,E_I_2_1_3,A_I_2_1_4,Q_I_2_1_4,E_I_2_1_4,X_2_1,D_X_2_1,Q_2_1,P_Q_2_1,W_2_1,Q_D_2_1_1,A_D_2_1,Q_D_2_1,P_D_2_1,M_I_2_1,M_F_2_1,rlog_H_3_1,r_H_3_1,r_G_3_1,r_F_3_1,u_K_3_1,P_K_3_1,P_INV_3_1,phiK_3_1,I_3_1,I_G_3_1,I_H_3_1,omegaI_3_1,scrap_3_1,D_3_1,D_N_3_1,D_K_3_1,G_A_3_1,K_A_3_1,A_3_1,A_N_3_1,A_K_3_1,A_I_3_1,tauKF_3_1,tauNF_3_1,tauKH_3_1,mu_3_1,P_3_1,p_3_1,K_3_1,K_G_3_1,s_G_3_1,K_H_3_1,slackKH_3_1,delta_3_1,Y_3_1,N_3_1,Q_I_3_1,P_I_3_1,E_3_1,E_NOETS_3_1,kappaE_3_1,kappaE_NOETS_3_1,wedgeKE_3_1,muI_3_1,K_FDI_3_1,I_FDI_3_1,r_FDI_3_1,A_I_3_1_1,Q_I_3_1_1,E_I_3_1_1,A_I_3_1_2,Q_I_3_1_2,E_I_3_1_2,A_I_3_1_3,Q_I_3_1_3,E_I_3_1_3,A_I_3_1_4,Q_I_3_1_4,E_I_3_1_4,X_3_1,D_X_3_1,Q_3_1,P_Q_3_1,W_3_1,Q_D_3_1_1,A_D_3_1,Q_D_3_1,P_D_3_1,M_I_3_1,M_F_3_1,Q_A_2_1,Q_A_I_2_1,Q_A_F_2_1,A_F_2_1,P_A_2_1,M_A_F_2_1,P_M_A_2_1,rlog_H_4_1,r_H_4_1,r_G_4_1,r_F_4_1,u_K_4_1,P_K_4_1,P_INV_4_1,phiK_4_1,I_4_1,I_G_4_1,I_H_4_1,omegaI_4_1,scrap_4_1,D_4_1,D_N_4_1,D_K_4_1,G_A_4_1,K_A_4_1,A_4_1,A_N_4_1,A_K_4_1,A_I_4_1,tauKF_4_1,tauNF_4_1,tauKH_4_1,mu_4_1,P_4_1,p_4_1,K_4_1,K_G_4_1,s_G_4_1,K_H_4_1,slackKH_4_1,delta_4_1,Y_4_1,N_4_1,Q_I_4_1,P_I_4_1,E_4_1,E_NOETS_4_1,kappaE_4_1,kappaE_NOETS_4_1,wedgeKE_4_1,muI_4_1,K_FDI_4_1,I_FDI_4_1,r_FDI_4_1,A_I_4_1_1,Q_I_4_1_1,E_I_4_1_1,A_I_4_1_2,Q_I_4_1_2,E_I_4_1_2,A_I_4_1_3,Q_I_4_1_3,E_I_4_1_3,A_I_4_1_4,Q_I_4_1_4,E_I_4_1_4,X_4_1,D_X_4_1,Q_4_1,P_Q_4_1,W_4_1,Q_D_4_1_1,A_D_4_1,Q_D_4_1,P_D_4_1,M_I_4_1,M_F_4_1,Q_A_3_1,Q_A_I_3_1,Q_A_F_3_1,A_F_3_1,P_A_3_1,M_A_F_3_1,P_M_A_3_1,rlog_H_5_1,r_H_5_1,r_G_5_1,r_F_5_1,u_K_5_1,P_K_5_1,P_INV_5_1,phiK_5_1,I_5_1,I_G_5_1,I_H_5_1,omegaI_5_1,scrap_5_1,D_5_1,D_N_5_1,D_K_5_1,G_A_5_1,K_A_5_1,A_5_1,A_N_5_1,A_K_5_1,A_I_5_1,tauKF_5_1,tauNF_5_1,tauKH_5_1,mu_5_1,P_5_1,p_5_1,K_5_1,K_G_5_1,s_G_5_1,K_H_5_1,slackKH_5_1,delta_5_1,Y_5_1,N_5_1,Q_I_5_1,P_I_5_1,E_5_1,E_NOETS_5_1,kappaE_5_1,kappaE_NOETS_5_1,wedgeKE_5_1,muI_5_1,K_FDI_5_1,I_FDI_5_1,r_FDI_5_1,A_I_5_1_1,Q_I_5_1_1,E_I_5_1_1,A_I_5_1_2,Q_I_5_1_2,E_I_5_1_2,A_I_5_1_3,Q_I_5_1_3,E_I_5_1_3,A_I_5_1_4,Q_I_5_1_4,E_I_5_1_4,X_5_1,D_X_5_1,Q_5_1,P_Q_5_1,W_5_1,Q_D_5_1_1,A_D_5_1,Q_D_5_1,P_D_5_1,M_I_5_1,M_F_5_1,Q_A_4_1,Q_A_I_4_1,Q_A_F_4_1,A_F_4_1,P_A_4_1,M_A_F_4_1,P_M_A_4_1,Q_U_1,I_1,W_1,G_1,BG_1,tauC_1,tauH_1,tauNH_1,G_A_DH_1,KG_1,I_G_1,P_1,P_F_1,P_Q_1,P_D_1,E_1,E_NOETS_1,E_ETS_1,EE_1,tauCEndo_1,M_1,B_1,lambda_1,H_1,PH_1,DH_1,omegaH_1,PoP_1,LF_1,IH_1,N_1,Y_1,X_1,Q_1,Q_I_1,C_1,M_F_1,NX_1,Tr_1,tauS_1,PE_1,s_1,adjB_1,deltaB_1,I_PV_1,K_PV_1,Q_PV_1,NX_1_1,B_1_1,AUX_ENDO_LEAD_1121,AUX_ENDO_LAG_424_1,AUX_ENDO_LAG_443_1
2025,0,0,1,1,1,1,1,73.8341598030187,0.172063803104427,0.0809278350515465,0.536305658771799,0.883811788347359,5,30.7096632174067,4.1338908867047,9.60086014948186,14.6008601494819,4.30697723953823,4.47904104264265,0.15,2.70596298488453,0.78,0,0.68,1,-2.51419744670906,0.0809278350515465,0.0809278350515465,0.0809278350515465,1,0.226123530464987,0.226123530464987,5,0.197486169556909,0.1225837708859,0.191290117137585,1,0,0,0,0,0,0,90.1205747379274,1,1,1,0,0,0,1,0.226123530464987,-1.48667383406066,3.44888535309237,1.65546496948434,0.0165546496948434,1.10364331298956,0,0.05,2.83101732825795,0.0276329053676808,0.737867195622376,1,0,0.22,0,0.159648560839881,0,0,0.689777070618474,0.00619605241932368,0.0809278350515465,1,0.210552644143791,0,1,0.0598303070078281,0,1,0.394850397540371,0,1,0.0726338469303857,0,0.101619229868413,0.0737425627370412,1.37802682869562,1,30.7096632174067,1.27640759882721,1,1.58803285675286,1,0.311625257925651,0.0518869481874986,1.58803285675286,1.3048540895171,0.283178767235757,1,1,0.0518869481874986,1,-2.51419744670906,0.0809278350515465,0.0809278350515465,0.0809278350515465,1,0.246753976895064,0.0795609250453435,5,0.492710776752514,0.400808947591307,0.384939209920862,1,0,0,0,0,0,0,1.77810871546106,1,1,1,0,0,0,1,0.246753976895064,-1.39936348369584,9.06177592554876,4.53088796277438,0.0453088796277438,3.26223933319755,0,0.05,1.10150388938765,0.0043502047340734,0.276960193619327,1,0.78,0,1.42138469178195,0,0,0,1.26864862957683,0.107771566831651,0.0809278350515465,1,0.00936260497409567,0,1,0.178757743897382,0,1,0.0499409592397857,0,1,0.0388988855080635,0,0.0583967081252865,0.106415624333001,0.548760658891111,1,30.7096632174068,0.490363950765824,1,0.768420016209244,1,0.27805606544342,0.0238015288617737,-2.51419744670906,0.0809278350515465,0.0809278350515465,0.0809278350515465,1,0.281168243179137,0.313357366927849,5,0.0230397833321425,0.0187423367740264,0.0180002476322485,1,0,0,0,0,0,0,0.653911809968763,1,1,1,0,0,0,1,0.281168243179137,-1.26880205864093,1.66893619494569,0.0166893619494569,0.000166893619494569,1.31845959400709,0,0.05,0.172554088216798,0.000504784247532806,0.0407773571297576,1,0,0,0,0,0,0,0.333787238989138,0.00503953569989393,0.0809278350515465,1,0.0018701312891416,0,1,0.0251244333016823,0,1,0.00808541578217469,0,1,0.00569737675675894,0,0.00145991770313216,0.0163495451123302,0.0892940869670524,1,30.7096632174067,0.0878341692639202,1,0.0929968909352513,1,0.00516272167133113,0.0145991770313216,0.861416907144496,0.825274961060875,0.0361419460836209,1,1,0.0384007058930954,1,-2.51419744670906,0.0809278350515465,0.0809278350515465,0.0809278350515465,1,0.07767632837428,0.07767632837428,5,4.17068824608966,0.611928175578249,0.750300850610045,1,0,0,0,0,0,0,48.4458455795903,1,1,1,0,0,0,1,0.07767632837428,-2.5552047221527,83.8236062995502,6.70588850396402,0.0670588850396402,18.4411933859011,0,0.05,21.1296003384349,0.0533621909594475,6.96695823143237,1,0,0,0,0,0,0,58.6765244096852,3.42038739547961,0.0809278350515465,1,0.996964086860564,0,1,0.351658408553929,0,1,4.85137795236927,0,1,0.766957783648607,0,3.82629031427005,0.444492212766621,8.60822800573793,1,30.7096632174068,4.78193769146788,1,7.42601375848935,1,2.64407606702146,0.558606664220703,7.42601375848935,5.8466784058607,1.57933535262865,1,1,0.558606664220703,1,-2.51419744670906,0.0809278350515465,0.0809278350515465,0.0809278350515465,1,0.328307083751285,0.328307083751285,5,1.42784478587879,0.509713570853492,1.11597450201361,1,0,0,0,0,0,0,8.26060413170543,1,1,1,0,0,0,1,0.328307083751285,-1.11380587763979,39.8445939822453,11.9533781946736,0.119533781946736,19.9222969911226,0,0.05,7.30490908118494,0.0641499146912657,1.57829717167803,1,0,0,0,0,0,0,7.96891879644906,0.311870283865183,0.0809278350515465,1,0.0861046222495065,0,1,0.209904068300053,0,1,0.542423680929103,0,1,0.739864800199367,0,0.491274872675776,0.123542971258084,3.97655056919014,1,30.7096632174067,3.48527569651436,1,3.85793781456852,1,0.372662118054155,0.046500691120911,3.85793781456852,1.62405269304318,2.23388512152534,1,1,0.046500691120911,1,4.1338908867047,0.883811788347359,30.7096632174067,0.536305658771799,1.49911319845585,0.07,0,0,0,5.20486623540975,0.280355764891884,1,1,1,1,0.78,0.22,0.78,1,0.07,4.30697723953823,73.8341598030187,0.293791519349278,25,0.332,0,0.332,1,0.68,1.25,0.15,5,4.47904104264265,14.6008601494819,9.60086014948186,2.70596298488453,0.695395009422208,0.172063803104429,0,0,0,1.07695127937621,0,0,0.0065,0.065,0.00134969923133854,0,-0,1.5,71.2916395964089,0
2026,0,0,0.939002531854311,0.989705593351859,0.926595325075901,1.0457535863716,0.975139663105247,71.5118271950492,0.185752679700065,0.0809278350515463,0.631136825991406,1.0555538332575,5.5186282266815,33.7374566831517,4.56002139343889,10.8555861575706,16.3755392474956,4.87365770436362,5.05941038406368,0.149703465592311,2.75717514760179,0.819,0,0.684949053857351,1.00553264048349,-2.13779731098095,0.117914285683395,0.092994444614959,0.0985554718441759,1,0.196782591159216,0.221462935812667,5,0.0572499038109806,0.0827732484742169,0.0220352468143836,1,0,0,0,0,0,0,95.7835578440616,1.27114060545434,1,1,0,0,0,1,0.196782591159216,-1.62565575783359,3.43459184316915,1.66416610736805,0.0165546496948434,1.07629738759874,2.33562919399999e-07,0.05,3.4476672755151,0.0250995021451429,0.779619290023886,1.00304256463686,0,0.221153803889553,0,0.142193507665815,0,0,0.69412834820236,0.035214656996597,0.0809278350515465,1,0.223939308696597,0,1,0.0633511897619609,0,1,0.415456877933683,0,1,0.0769606406236109,0,0.118733755421112,0.0763413012334824,1.55530169780545,0.939002531854311,35.5722122740161,1.43656794238433,1,1.78729513641277,0.93900253185431,0.350727194028436,0.0594382399162968,1.78729513641277,1.46290435811266,0.324390778300109,1,0.93900253185431,0.0594382399162968,0.939002531854311,-1.53757055898383,0.214902560838839,0.000304147951241487,0.0812309803044289,1.00092783505155,0.242708901010894,0.0979645534209295,5,1.11110380205178,0.944438231744016,1.11110380205178,1,0,0,0,0,0,0,1.74871680966381,1.13563187214078,1,1,0,0,0,1,0.242708901010894,-1.41589249196991,10.7118579937827,5.27259618184023,0.0453088796277438,4.22737758591557,5.94655095283954e-08,0.05,1.10562998116914,0.00403493973921116,0.275945828307636,0.990920552397013,0.819,0,1.49245392637104,0,0,-0.0570989918682804,1.21188422602694,6.93889390390723e-17,0.0265284601916146,1,0.00937865123688545,0,1,0.178267617994268,0,1,0.0494907808325782,0,1,0.0388186867295304,0,0.0165281072801579,0.0301189726565977,0.548760658891111,0.989705593351859,32.4521634554713,0.532232551610953,1,0.834029796230445,0.989705593351858,0.301797244619491,0.0234454326295185,-1.89068523048773,0.15096832528621,0.103041830936652,0.128804646506308,1,0.246107169024532,0.527777116623338,5,0.917318146680254,0.00114915650502163,0.787596388563854,1,0,0,0,0,0,0,1.11962775823203,0.3649780620066,1,1,0,0,0,1,0.246107169024532,-1.40198819147495,2.51272875462366,0.0170917697845927,0.000166893619494569,2.04706296113125,1.22801870198222e-07,0.05,0.274636882622974,0.000981051262830951,0.0572920571831343,0.991553753967297,0,0,0,0,0,0.0442176147782009,0.448574023707819,0.129721758116399,0.0425462561041782,1,0.00264187574951543,0,1,0.0353346242490604,0,1,0.0112996863782237,0,1,0.00801816936743802,0,0.00171946236695336,0.0128076211840643,0.134253062472897,0.926595325075901,21.8540229044009,0.132533600105943,1,0.140323667401856,0.926595325075901,0.00779006729591227,0.0199922360733597,0.973168695726612,0.931513810968512,0.0416548847581005,0.924965037308637,0.981810463858017,0.0433225523843899,0.963211676106449,-2.47069541713783,0.0845260576891039,0.0702197698287513,0.0808627988139855,1,0.0895214710246693,0.0742168770015283,5,2.32222349508823,0.335294425198201,-0.748356379765774,1,0,0,0,0,0.112093023255814,0.112093023255814,43.9083816442401,1.15277824774418,1,1,0,0,0,1,0.0895214710246693,-2.41327678275569,82.7305215036456,6.74113471066808,0.0670588850396402,16.8677044202621,1.49032236135908e-08,0.05,21.1126199051105,0.0530553196204911,7.84958700030637,1.02208206364456,0,0,0,0,0,0,59.1216823727155,3.07057987485401,0.0809278350515465,1,1.13283071315902,0,0.948572901890167,0.417163954171018,0,1,5.4534878645696,0,1,0.868194348242247,0,4.19100967900678,0.442124821440238,9.47924539806295,1.0457535863716,35.3117939145703,5.28823571905617,1,8.21225907604649,1.0457535863716,2.92402335699032,0.599868926455404,8.21225907604649,6.51626390954397,1.69599516650253,1,1.0457535863716,0.599868926455404,1.0457535863716,-2.28964026762747,0.101302897231564,0.0845983702077618,0.0922165266884197,1,0.314062569465914,0.318459075109841,5,0.871504797375639,0.597668909733679,0.460737340079814,1,0,0,0,0,0.0954418604651164,0.0954418604651163,9.17142715945351,1.00280437670309,1,1,0,0,0,1,0.314062569465914,-1.15816304710967,39.5309615262394,12.0162052515822,0.119533781946736,19.491631256129,1.28969795265591e-08,0.05,8.32387698018246,0.0665326528246344,1.71360122022408,1.00398166045797,0,0,0,0,0,0,8.02312501852817,0.410767457295825,0.0809278350515465,1,0.0941138092706397,0,0.958020883797127,0.237396424792204,0,1,0.586528699829877,0,1,0.805636707929251,0,0.561154980622142,0.126239820825925,4.44515032539478,0.975139663105247,32.0430393757149,3.88399534477264,1,4.29929044844063,0.975139663105247,0.415295103667988,0.0520747490427908,4.29929044844063,1.79762855289208,2.50166189554855,1,0.975139663105247,0.0520747490427908,0.975139663105247,4.56002139343889,1.10664414859311,33.7374566831517,0.628608881842269,1.5,0.166486383039117,0,0,0,5.31298849371105,0.363926761062852,1.00402148970872,1.02812814108624,1.00992996222453,1,0.819,0.221153803889553,0.819,0.924965037308637,0.166486383039117,4.87365770436362,71.5118271950492,0.292336066175422,25.2558382222621,0.332065642551521,0,0.332065642551521,1.00553264048349,0.684949053857351,1.37443801077923,0.149703465592311,5.5186282266815,5.00966460379047,16.3755392474956,10.8555861575706,2.74613160760303,0.754416350940225,0.185752679700065,0,0,0.00161765963794092,1.09946044616648,0,0,0.013,0.0714999999999998,0.00148466915447229,0,-0,1.5,73.8341598030187,0
2027,0,0,0.878150468194323,0.98619816678801,0.862501242073711,1.09878296243199,0.948336282270586,69.3282205545028,0.223166139946418,0.0809278350515463,0.644109969724128,1.51128839173047,6.08857184326362,36.9128348046684,5.0074551917683,12.2813467109975,18.372838163284,5.50993607047061,5.73310221041703,0.149916797229778,2.85774457071471,0.84357,0,0.689898107714701,1.01106528096698,-1.7612551553701,0.171829056252673,0.106042175557585,0.121582209010147,1,0.16901309168017,0.229641987676543,5,0.117628513704653,0.0827732484742169,0.0836680807672449,1,0,0,0,0,0,0,109.58001913862,1.51558216360255,1,1,0,0,0,1,0.169013091680171,-1.77777910149623,3.48121715980678,1.67242979458806,0.0165546496948434,1.11177673093563,2.27353490350256e-07,0.05,4.23556168659385,0.0226297442381974,0.817008479391288,1.0099379948192,0,0.222043119751502,0,0.126533497558438,0,0,0.697010634283104,0.0339604329374083,0.0809278350515465,1,0.236418598379817,0,1,0.0665278895017328,0,1,0.4335300643445,0,1,0.0809320688063958,0,0.138252495532131,0.0787845704268648,1.75481689857623,0.878150468194323,41.332244431789,1.6165644030441,1,2.01123637108543,0.878150468194323,0.394671968041331,0.0679477105186849,2.01123637108543,1.64040421438115,0.370832156704279,1,0.878150468194323,0.0679477105186849,0.878150468194323,-1.80518206392282,0.164444514438161,0.000377441713532831,0.0688074807259774,1.00092783505155,0.240818497834431,0.095901960457834,5,1.20445637607954,1.02378791966761,1.20445637607954,1,0,0,0,0,0,0,1.57514938779534,1.18664556808137,1,1,0,0,0,1,0.240818497834431,-1.42371175024854,12.4605012721338,6.06031462115959,0.0453088796277438,5.24256200971614,4.82142740144997e-08,0.05,1.1070704464057,0.00377075174464613,0.275593465984231,0.985742183365936,0.84357,0,1.53722754416218,0,0,-0.0399814794218283,1.1576246412581,6.93889390390723e-17,0.0329213050136961,1,0.00942470364922545,0,1,0.178195792026843,0,1,0.0491579297826813,0,1,0.0388569598547603,0,0.00463157084465862,0.00844005627884804,0.548760658891111,0.98619816678801,34.2527680146213,0.544129088046452,1,0.852672146889222,0.98619816678801,0.30854305884277,0.0223577381342382,-1.90829995523351,0.148332343990456,0.197259837152219,0.129780149066742,1,0.216525878023082,0.492515855778997,5,1.00593862590997,0.011720808883498,0.863684678811587,1,0,0,0,0,0,0,1.28265787956672,0.204022052490238,1,1,0,0,0,1,0.216525878023082,-1.53004520970764,3.41788609881151,0.0280473303782297,0.000166893619494569,2.8190947625321,8.9662229114687e-08,0.05,0.416621305604694,0.00145284211857688,0.0768178049584993,0.986999528013507,0,0,0,0,0,0.0319874831986908,0.570744005901177,0.142253947098379,0.0425462561041782,1,0.00356442692557191,0,1,0.0474215200069813,0,1,0.0150690432412611,0,1,0.0107758916445929,0,0.00200775621893779,0.0104300945309236,0.192496454656772,0.862501242073711,19.5544744395369,0.190488698437834,1,0.201685253717063,0.862501242073712,0.0111965552792293,0.0268024006221136,1.04821866396369,1.00236611984367,0.0458525441200162,0.930761400283703,0.968173459280653,0.048615182435479,0.929056766342205,-2.45603677082373,0.0857742211162629,0.0568470073252331,0.0799537725829834,1,0.105655714568365,0.0776629357886118,5,3.79410517785678,0.335294425198201,0.859773033683253,1,0,0,0,0,0.0418191061086643,0.142702827038897,41.1879721121044,1.22180179678931,1,1,0,0,0,1,0.105655714568365,-2.24756944676275,83.1558348335706,6.77460891045514,0.0670588850396402,16.9722612377897,1.48929083508312e-08,0.05,20.603060663733,0.0530062348051091,8.8432609511958,1.04490192082506,0,0,0,0,0,0,59.4089646853258,2.93433214417353,0.0809278350515465,1,1.28765466917504,0,0.976013573036618,0.459718736049446,0,1,6.12703985018968,0,1,0.982996585255331,0,4.55060574509858,0.437948057706411,10.3907430687801,1.09878296243199,40.4157339998719,5.84013732368148,1,9.06932354942774,1.09878296243199,3.22918622574626,0.639465362062983,9.06932354942774,7.2613783211042,1.80794522832353,1,1.09878296243199,0.639465362062983,1.09878296243199,-2.05884507968577,0.127601254108176,0.085670495663449,0.105382839932319,1,0.300829396416729,0.333772655321267,5,1.73370747739241,0.597668909733679,1.34178614276499,1,0,0,0,0,0.0321712259062831,0.118068900324888,10.6259421386765,0.92853120020479,1,1,0,0,0,1,0.300829396416729,-1.20121196423224,40.0924216983136,12.0758736712975,0.119533781946736,19.9607203374131,1.26631854786213e-08,0.05,9.43745215329916,0.0690572243232485,1.86995682683326,0.999164891071518,0,0,0,0,0,0,8.05582768960303,0.391921334627422,0.0809278350515465,1,0.103341816251492,0,0.99545773543232,0.250502182258667,0,1,0.636581433546082,0,1,0.881175973916675,0,0.638242285657189,0.128576459943395,4.96391241396886,0.948336282270586,33.2863322815502,4.32567012831167,1,4.78819118328371,0.948336282270586,0.462521054972035,0.0581487054054726,4.78819118328371,1.99473747947776,2.79345370380595,1,0.948336282270586,0.0581487054054726,0.948336282270586,5.0074551917683,1.49827652283804,36.9128348046684,0.638564321041708,1.5,0.164049994237375,0,0,0,5.42025396538165,0.359354489783957,1.00868455768617,1.06124486633216,1.04331511735458,1,0.84357,0.222043119751502,0.84357,0.930761400283703,0.164049994237375,5.50993607047061,69.3282205545028,0.269998317333198,25.4339612982093,0.359366661690472,0,0.359366661690472,1.01106528096698,0.689898107714701,1.30890047654226,0.149916797229778,6.08857184326362,5.49508208503084,18.372838163284,12.2813467109975,2.83314000292629,0.812831022663015,0.223166139946418,0,0,0.0034610157103729,1.02653671126162,0,0,0.0223318608503588,0.0866818608503588,0.00179991447631868,0,-0,1.5,71.5118271950492,0.00161765963794092
