Case,Parameter,ParameterValue,DisplayLabel,PercentDeviation,AbsPercentDeviation
01_etaQA2_low,01_etaQA2_low,,01_etaQA2_low,-3.43243580815086,3.43243580815086
02_etaQA2_high,02_etaQA2_high,,02_etaQA2_high,-0.349252070912287,0.349252070912287
